time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20070523:0700,23.85,27.75,372.0,560.17,138.0,345.0,2.48,300.0,97848.0
20070523:0800,26.68,21.75,601.0,711.27,165.0,350.4,3.17,317.0,97886.0
20070523:0900,29.37,17.1,797.0,785.67,186.0,356.4,3.79,333.0,97916.0
20070523:1000,31.52,14.65,952.0,846.13,190.0,364.4,3.79,336.0,97886.0
20070523:1100,33.12,13.4,1031.0,838.39,215.0,375.4,2.9,338.0,97877.0
20070523:1200,34.3,12.85,1064.0,875.98,196.0,381.4,2.0,325.0,97848.0
20070523:1300,35.29,12.45,0.0,0.0,0.0,389.0,1.79,287.0,97789.0
20070523:1400,36.21,12.0,891.0,800.24,203.0,394.05,2.69,260.0,97702.0
20070523:1500,36.68,11.8,730.0,773.67,173.0,397.85,3.03,255.0,97673.0
20070523:1600,36.73,11.65,523.0,697.06,145.0,394.8,3.72,254.0,97634.0
20070523:1700,36.41,11.55,274.0,433.81,127.0,388.25,4.07,257.0,97615.0
20070523:1800,35.77,11.65,50.0,56.66,43.0,388.0,3.86,254.0,97615.0
20070523:1900,34.98,12.55,0.0,0.0,0.0,392.8,2.55,252.0,97625.0
20070523:2000,33.94,13.35,0.0,0.0,0.0,382.4,2.21,256.0,97702.0
20070523:2100,32.72,14.55,0.0,0.0,0.0,375.4,1.93,259.0,97770.0
20070523:2200,30.9,17.55,0.0,0.0,0.0,369.8,1.59,263.0,97819.0
20070523:2300,30.8,16.75,0.0,0.0,0.0,364.0,1.03,271.0,97760.0
20070524:0000,30.48,16.65,0.0,0.0,0.0,360.2,0.76,299.0,97780.0
20070524:0100,29.62,17.55,0.0,0.0,0.0,357.45,1.03,343.0,97712.0
20070524:0200,26.9,21.25,0.0,0.0,0.0,357.4,1.66,4.0,97683.0
20070524:0300,24.58,24.6,0.0,0.0,0.0,354.0,2.34,20.0,97673.0
20070524:0400,23.83,25.4,0.0,0.0,0.0,354.2,3.1,42.0,97693.0
20070524:0500,22.91,26.9,0.0,0.0,0.0,354.8,3.24,50.0,97712.0
20070524:0600,22.2,28.25,155.0,397.51,73.0,350.2,2.76,35.0,97770.0
20070524:0700,24.3,26.05,396.0,697.63,104.0,350.2,2.07,10.0,97828.0
20070524:0800,28.19,19.75,578.0,620.91,197.0,360.6,2.83,355.0,97896.0
20070524:0900,30.75,16.35,827.0,893.14,132.0,370.4,3.38,353.0,97925.0
20070524:1000,33.09,14.05,947.0,830.23,199.0,375.8,3.17,354.0,97935.0
20070524:1100,34.81,12.75,1070.0,954.13,141.0,385.6,2.28,345.0,97916.0
20070524:1200,36.09,12.0,1086.0,942.18,152.0,397.45,1.66,307.0,97896.0
20070524:1300,37.16,11.4,1048.0,963.56,130.0,406.05,2.21,274.0,97809.0
20070524:1400,37.96,10.95,920.0,893.68,151.0,410.05,2.83,265.0,97741.0
20070524:1500,38.47,10.65,715.0,717.15,198.0,410.25,3.17,262.0,97693.0
20070524:1600,38.61,10.55,527.0,710.19,141.0,406.65,3.31,261.0,97654.0
20070524:1700,38.39,10.65,295.0,549.39,108.0,398.25,3.24,259.0,97644.0
20070524:1800,37.89,10.8,78.0,263.28,45.0,393.0,2.97,262.0,97634.0
20070524:1900,36.79,11.7,0.0,0.0,0.0,388.2,2.0,264.0,97654.0
20070524:2000,35.81,12.5,0.0,0.0,0.0,384.8,1.72,278.0,97712.0
20070524:2100,34.16,15.1,0.0,0.0,0.0,384.2,1.38,306.0,97760.0
20070524:2200,32.92,16.0,0.0,0.0,0.0,382.2,1.31,342.0,97819.0
20070524:2300,31.2,17.5,0.0,0.0,0.0,382.8,1.86,15.0,97789.0
20070525:0000,29.86,18.25,0.0,0.0,0.0,375.8,2.69,30.0,97722.0
20070525:0100,28.73,19.25,0.0,0.0,0.0,371.45,3.24,42.0,97683.0
20070525:0200,27.49,20.75,0.0,0.0,0.0,369.2,3.38,58.0,97644.0
20070525:0300,26.57,22.05,0.0,0.0,0.0,374.4,3.03,72.0,97596.0
20070525:0400,25.46,24.0,0.0,0.0,0.0,368.2,2.69,82.0,97634.0
20070525:0500,24.82,25.45,0.0,0.0,0.0,377.8,2.69,102.0,97615.0
20070525:0600,25.0,26.2,77.0,19.3,73.0,378.0,1.38,125.0,97673.0
20070525:0700,28.13,21.55,101.0,0.0,101.0,387.0,0.97,177.0,97770.0
20070525:0800,29.76,18.85,116.0,0.0,116.0,397.45,2.62,297.0,97906.0
20070525:0900,30.87,15.7,240.0,0.0,240.0,406.85,3.59,319.0,97945.0
20070525:1000,32.72,12.55,190.0,0.0,190.0,408.85,4.21,332.0,97974.0
20070525:1100,34.51,11.2,689.0,184.8,509.0,413.85,4.28,329.0,98003.0
20070525:1200,35.69,10.5,965.0,624.17,346.0,424.05,4.34,315.0,97945.0
20070525:1300,36.83,10.15,1054.0,979.81,120.0,422.45,3.66,311.0,97877.0
20070525:1400,37.68,9.95,882.0,769.85,219.0,427.05,3.79,303.0,97809.0
20070525:1500,37.98,9.8,668.0,563.81,261.0,426.85,4.21,296.0,97760.0
20070525:1600,37.96,9.95,442.0,381.83,234.0,421.25,4.41,288.0,97731.0
20070525:1700,37.78,10.2,204.0,140.4,156.0,410.85,4.41,279.0,97731.0
20070525:1800,37.21,10.65,64.0,125.87,48.0,411.85,3.93,272.0,97722.0
20070525:1900,35.75,11.45,0.0,0.0,0.0,413.25,3.1,286.0,97712.0
20070525:2000,34.7,12.2,0.0,0.0,0.0,410.05,2.62,290.0,97760.0
20070525:2100,33.74,13.05,0.0,0.0,0.0,411.85,2.14,296.0,97799.0
20070525:2200,32.46,14.7,0.0,0.0,0.0,405.05,1.79,300.0,97809.0
20070525:2300,31.48,16.2,0.0,0.0,0.0,396.45,1.24,297.0,97828.0
20070526:0000,31.86,14.85,0.0,0.0,0.0,393.25,0.9,259.0,97799.0
20070526:0100,30.75,16.25,0.0,0.0,0.0,401.05,1.03,250.0,97760.0
20070526:0200,28.17,19.3,0.0,0.0,0.0,400.05,2.28,281.0,97741.0
20070526:0300,27.71,18.55,0.0,0.0,0.0,395.65,4.0,305.0,97751.0
20070526:0400,27.03,16.55,0.0,0.0,0.0,395.85,4.62,316.0,97770.0
20070526:0500,26.42,14.55,0.0,0.0,0.0,392.0,4.28,324.0,97809.0
20070526:0600,25.98,14.1,71.0,14.41,68.0,385.4,4.21,328.0,97828.0
20070526:0700,26.48,14.15,256.0,138.09,198.0,387.0,3.59,339.0,97896.0
20070526:0800,27.46,13.5,118.0,0.0,118.0,390.4,3.31,342.0,97935.0
20070526:0900,28.55,13.0,266.0,1.28,265.0,394.05,2.76,332.0,98012.0
20070526:1000,29.5,12.65,686.0,256.21,455.0,398.65,2.62,312.0,98061.0
20070526:1100,30.65,12.1,842.0,409.52,443.0,402.05,2.76,315.0,98042.0
20070526:1200,31.65,11.55,416.0,10.08,406.0,406.25,3.24,299.0,97974.0
20070526:1300,32.5,10.85,462.0,28.31,435.0,409.25,2.34,274.0,97867.0
20070526:1400,33.68,9.9,314.0,3.48,311.0,410.05,4.48,242.0,97867.0
20070526:1500,33.96,9.5,657.0,528.48,275.0,410.85,5.52,236.0,97789.0
20070526:1600,33.62,10.15,334.0,126.38,265.0,408.05,5.72,232.0,97760.0
20070526:1700,33.44,10.2,45.0,0.0,45.0,408.25,6.28,239.0,97770.0
20070526:1800,33.15,10.6,12.0,0.0,12.0,406.25,6.28,243.0,97751.0
20070526:1900,32.25,11.95,0.0,0.0,0.0,402.25,4.69,242.0,97751.0
20070526:2000,31.2,13.05,0.0,0.0,0.0,384.2,4.48,239.0,97809.0
20070526:2100,30.17,14.3,0.0,0.0,0.0,375.2,4.34,232.0,97867.0
20070526:2200,29.25,15.5,0.0,0.0,0.0,374.2,4.0,229.0,97819.0
20070526:2300,28.21,17.0,0.0,0.0,0.0,366.0,3.79,235.0,97809.0
20070527:0000,27.38,18.4,0.0,0.0,0.0,377.6,3.79,256.0,97838.0
20070527:0100,26.58,19.15,0.0,0.0,0.0,377.25,4.14,278.0,97857.0
20070527:0200,25.88,17.15,0.0,0.0,0.0,372.4,4.14,283.0,97848.0
20070527:0300,25.26,14.9,0.0,0.0,0.0,372.4,3.93,286.0,97867.0
20070527:0400,24.09,15.0,0.0,0.0,0.0,347.6,3.66,285.0,97886.0
20070527:0500,22.78,16.5,0.0,0.0,0.0,328.6,3.79,284.0,97906.0
20070527:0600,22.01,18.15,138.0,253.49,85.0,321.8,3.72,281.0,97993.0
20070527:0700,23.28,17.35,397.0,689.4,107.0,323.4,3.31,297.0,98090.0
20070527:0800,25.02,16.2,596.0,686.02,174.0,327.4,3.59,305.0,98139.0
20070527:0900,26.69,15.0,771.0,699.37,226.0,338.2,3.1,309.0,98168.0
20070527:1000,28.62,13.8,931.0,783.92,224.0,347.4,2.83,306.0,98168.0
20070527:1100,30.25,13.05,1013.0,790.07,243.0,358.6,3.03,301.0,98177.0
20070527:1200,31.58,11.85,1093.0,959.22,141.0,369.8,3.45,295.0,98129.0
20070527:1300,32.56,10.6,966.0,725.15,274.0,369.2,3.72,295.0,98071.0
20070527:1400,33.19,9.7,814.0,579.62,314.0,375.4,3.79,293.0,98042.0
20070527:1500,33.48,9.35,517.0,214.16,362.0,368.2,3.66,291.0,97993.0
20070527:1600,33.59,9.15,301.0,78.59,258.0,372.6,3.59,291.0,97964.0
20070527:1700,33.45,9.2,68.0,0.0,68.0,372.2,3.52,290.0,97945.0
20070527:1800,33.01,9.6,74.0,191.44,49.0,370.8,3.31,290.0,97954.0
20070527:1900,31.91,11.15,0.0,0.0,0.0,368.4,1.93,298.0,97945.0
20070527:2000,30.98,12.2,0.0,0.0,0.0,356.8,1.66,294.0,97993.0
20070527:2100,29.41,15.35,0.0,0.0,0.0,360.4,1.31,293.0,98051.0
20070527:2200,29.03,14.8,0.0,0.0,0.0,354.2,0.97,303.0,98090.0
20070527:2300,28.57,14.9,0.0,0.0,0.0,344.8,0.97,341.0,98090.0
20070528:0000,25.49,19.1,0.0,0.0,0.0,336.4,1.72,21.0,98032.0
20070528:0100,23.62,21.5,0.0,0.0,0.0,337.85,2.9,42.0,98022.0
20070528:0200,22.82,22.95,0.0,0.0,0.0,332.0,3.72,54.0,97974.0
20070528:0300,22.22,24.2,0.0,0.0,0.0,333.6,4.14,64.0,97983.0
20070528:0400,21.98,24.9,0.0,0.0,0.0,338.6,4.41,73.0,97993.0
20070528:0500,21.61,25.45,0.0,0.0,0.0,337.8,4.55,80.0,98012.0
20070528:0600,21.75,25.25,147.0,309.72,82.0,338.2,4.55,84.0,98080.0
20070528:0700,23.76,23.1,354.0,460.56,160.0,334.0,4.41,77.0,98139.0
20070528:0800,27.06,18.8,586.0,646.59,188.0,340.2,5.17,80.0,98187.0
20070528:0900,30.09,15.4,789.0,755.55,200.0,344.4,5.72,82.0,98206.0
20070528:1000,32.05,13.35,926.0,768.19,233.0,357.6,5.38,80.0,98197.0
20070528:1100,33.23,11.85,1013.0,789.86,243.0,364.8,3.79,75.0,98177.0
20070528:1200,34.04,10.6,1035.0,794.71,246.0,365.8,2.55,68.0,98119.0
20070528:1300,34.68,9.8,972.0,738.39,267.0,371.0,1.59,60.0,98090.0
20070528:1400,35.13,9.2,894.0,799.23,204.0,367.4,0.9,45.0,98012.0
20070528:1500,35.48,8.65,715.0,703.73,205.0,367.4,0.48,355.0,97916.0
20070528:1600,35.67,8.3,548.0,789.63,115.0,365.4,0.83,300.0,97867.0
20070528:1700,35.63,8.1,291.0,493.8,120.0,360.6,1.38,291.0,97838.0
20070528:1800,35.28,8.2,57.0,68.03,48.0,355.8,1.79,299.0,97809.0
20070528:1900,34.36,9.2,0.0,0.0,0.0,350.4,1.93,318.0,97819.0
20070528:2000,32.98,10.25,0.0,0.0,0.0,346.8,2.55,339.0,97857.0
20070528:2100,31.3,11.55,0.0,0.0,0.0,342.8,2.97,360.0,97906.0
20070528:2200,29.63,12.85,0.0,0.0,0.0,339.2,3.45,20.0,97916.0
20070528:2300,28.21,13.9,0.0,0.0,0.0,335.6,4.0,35.0,97916.0
20070529:0000,27.08,14.6,0.0,0.0,0.0,331.8,4.62,43.0,97867.0
20070529:0100,26.19,15.25,0.0,0.0,0.0,328.25,5.17,49.0,97828.0
20070529:0200,25.43,16.25,0.0,0.0,0.0,325.2,5.59,54.0,97819.0
20070529:0300,24.71,17.45,0.0,0.0,0.0,322.0,5.72,59.0,97809.0
20070529:0400,24.03,18.5,0.0,0.0,0.0,320.6,5.72,65.0,97838.0
20070529:0500,23.37,19.4,0.0,0.0,0.0,318.8,5.59,70.0,97867.0
20070529:0600,23.29,19.65,156.0,370.41,78.0,317.8,5.31,73.0,97906.0
20070529:0700,25.71,17.6,375.0,561.97,138.0,322.8,4.97,67.0,97964.0
20070529:0800,28.77,14.75,603.0,711.18,165.0,329.0,5.38,72.0,97993.0
20070529:0900,31.74,12.5,794.0,769.43,194.0,337.4,5.24,80.0,98012.0
20070529:1000,34.46,10.65,942.0,813.46,208.0,347.2,4.9,89.0,97993.0
20070529:1100,36.01,8.4,1031.0,836.85,215.0,357.2,4.14,88.0,97974.0
20070529:1200,36.82,7.3,1053.0,841.77,217.0,363.2,2.69,82.0,97916.0
20070529:1300,37.36,6.7,1006.0,830.14,213.0,366.6,1.52,67.0,97857.0
20070529:1400,37.77,6.15,894.0,799.76,203.0,369.2,0.9,28.0,97819.0
20070529:1500,38.06,5.6,724.0,731.78,193.0,367.6,1.03,339.0,97741.0
20070529:1600,38.18,5.15,516.0,636.9,166.0,364.2,1.59,327.0,97712.0
20070529:1700,38.0,5.0,298.0,526.26,115.0,359.4,1.93,328.0,97673.0
20070529:1800,37.6,5.05,83.0,253.78,49.0,353.6,2.28,330.0,97683.0
20070529:1900,36.62,6.2,0.0,0.0,0.0,352.4,2.21,335.0,97683.0
20070529:2000,34.88,7.2,0.0,0.0,0.0,349.4,2.83,334.0,97780.0
20070529:2100,32.92,8.35,0.0,0.0,0.0,348.0,3.45,344.0,97828.0
20070529:2200,31.41,9.7,0.0,0.0,0.0,346.0,4.34,3.0,97886.0
20070529:2300,30.36,11.75,0.0,0.0,0.0,344.0,5.72,21.0,97896.0
20070530:0000,29.65,14.4,0.0,0.0,0.0,342.2,6.76,34.0,97867.0
20070530:0100,28.99,16.55,0.0,0.0,0.0,340.65,7.17,46.0,97828.0
20070530:0200,28.11,18.4,0.0,0.0,0.0,339.0,7.17,57.0,97780.0
20070530:0300,27.2,20.05,0.0,0.0,0.0,335.8,7.24,66.0,97731.0
20070530:0400,26.45,21.25,0.0,0.0,0.0,333.2,7.17,75.0,97789.0
20070530:0500,25.77,22.05,0.0,0.0,0.0,331.2,6.9,83.0,97789.0
20070530:0600,25.49,22.55,154.0,359.82,78.0,329.0,6.21,84.0,97867.0
20070530:0700,26.9,21.15,376.0,563.76,138.0,330.6,5.1,82.0,97896.0
20070530:0800,29.48,18.3,604.0,712.47,165.0,336.6,5.86,85.0,97974.0
20070530:0900,32.1,15.3,776.0,712.83,220.0,345.6,6.14,92.0,98003.0
20070530:1000,34.63,12.65,952.0,845.45,189.0,356.0,6.07,101.0,97954.0
20070530:1100,36.94,10.3,1059.0,918.7,163.0,367.0,6.0,112.0,97935.0
20070530:1200,38.54,8.4,1076.0,907.95,174.0,376.0,5.72,124.0,97896.0
20070530:1300,39.31,7.3,1033.0,911.35,162.0,381.6,4.9,127.0,97828.0
20070530:1400,39.73,6.9,905.0,830.36,187.0,383.2,4.41,126.0,97799.0
20070530:1500,39.92,6.75,737.0,774.9,174.0,382.8,4.07,123.0,97731.0
20070530:1600,39.91,6.7,520.0,650.08,162.0,382.0,3.93,120.0,97693.0
20070530:1700,39.62,6.7,299.0,526.99,115.0,379.0,3.79,117.0,97663.0
20070530:1800,39.08,6.9,84.0,250.68,50.0,375.8,3.52,111.0,97644.0
20070530:1900,37.55,7.75,0.0,0.0,0.0,372.0,3.03,73.0,97663.0
20070530:2000,35.72,8.75,0.0,0.0,0.0,367.8,3.66,60.0,97741.0
20070530:2100,34.0,9.7,0.0,0.0,0.0,364.6,4.69,52.0,97828.0
20070530:2200,32.78,10.2,0.0,0.0,0.0,360.8,5.86,53.0,97906.0
20070530:2300,31.95,10.3,0.0,0.0,0.0,355.4,6.83,59.0,97906.0
20070531:0000,31.29,10.55,0.0,0.0,0.0,351.6,7.66,71.0,97886.0
20070531:0100,30.49,11.2,0.0,0.0,0.0,347.85,7.86,82.0,97857.0
20070531:0200,29.61,12.1,0.0,0.0,0.0,344.2,7.59,86.0,97838.0
20070531:0300,28.74,13.1,0.0,0.0,0.0,341.8,7.1,87.0,97848.0
20070531:0400,27.82,14.05,0.0,0.0,0.0,338.6,6.34,89.0,97886.0
20070531:0500,26.83,14.95,0.0,0.0,0.0,336.0,5.31,95.0,97916.0
20070531:0600,26.11,15.75,157.0,373.01,78.0,333.6,4.07,106.0,97983.0
20070531:0700,27.9,14.85,382.0,596.38,130.0,334.8,5.03,103.0,98051.0
20070531:0800,30.65,12.9,610.0,738.15,155.0,340.0,5.79,109.0,98109.0
20070531:0900,33.47,11.15,807.0,813.95,172.0,348.2,6.83,112.0,98139.0
20070531:1000,35.88,9.75,952.0,844.21,190.0,357.4,7.45,113.0,98139.0
20070531:1100,37.63,8.25,1042.0,868.3,195.0,366.6,7.38,111.0,98100.0
20070531:1200,38.68,7.2,1064.0,874.48,195.0,373.8,6.41,103.0,98032.0
20070531:1300,39.27,6.75,1017.0,861.76,193.0,377.8,5.52,90.0,97983.0
20070531:1400,39.58,6.3,900.0,814.7,195.0,379.0,4.83,75.0,97896.0
20070531:1500,39.72,5.85,738.0,775.32,174.0,378.0,4.62,68.0,97848.0
20070531:1600,39.15,2.27,524.0,663.21,158.0,367.58,4.62,67.0,97789.0
20070531:1700,38.26,4.17,304.0,547.7,112.0,368.37,4.5,69.0,97780.0
20070531:1800,37.38,6.06,86.0,254.99,51.0,369.16,4.38,72.0,97770.0
20070531:1900,36.5,7.96,0.0,0.0,0.0,369.95,4.26,80.0,97770.0
20070531:2000,35.61,9.85,0.0,0.0,0.0,370.74,4.13,78.0,97857.0
20070531:2100,34.73,11.75,0.0,0.0,0.0,371.53,4.01,79.0,97925.0
20070531:2200,33.85,13.64,0.0,0.0,0.0,372.32,3.89,85.0,97974.0
20070531:2300,32.96,15.54,0.0,0.0,0.0,373.11,3.77,96.0,98003.0
20170601:0000,32.08,17.43,0.0,0.0,0.0,373.9,3.65,203.0,97537.0
20170601:0100,31.2,19.33,0.0,0.0,0.0,374.7,3.52,220.0,97508.0
20170601:0200,30.31,21.22,0.0,0.0,0.0,375.49,3.4,241.0,97566.0
20170601:0300,29.43,23.12,0.0,0.0,0.0,376.28,3.28,264.0,97576.0
20170601:0400,28.55,25.01,0.0,0.0,0.0,377.07,3.16,270.0,97615.0
20170601:0500,27.66,26.9,0.0,0.0,0.0,377.86,3.04,253.0,97644.0
20170601:0600,26.78,28.8,155.0,362.72,78.0,378.65,2.91,239.0,97702.0
20170601:0700,25.9,30.69,288.0,224.66,193.0,379.44,2.79,227.0,97760.0
20170601:0800,31.17,22.85,374.0,121.64,299.0,385.4,1.93,226.0,97799.0
20170601:0900,33.8,19.65,382.0,37.17,353.0,391.25,2.21,213.0,97828.0
20170601:1000,36.37,17.0,711.0,306.85,434.0,392.8,3.66,202.0,97877.0
20170601:1100,38.55,14.6,735.0,252.15,489.0,406.45,4.97,200.0,97867.0
20170601:1200,39.84,12.1,1018.0,775.65,247.0,410.05,6.21,203.0,97857.0
20170601:1300,40.43,11.6,1000.0,839.41,197.0,413.45,6.9,214.0,97799.0
20170601:1400,40.72,11.35,889.0,806.0,191.0,415.65,6.41,218.0,97741.0
20170601:1500,40.75,11.05,719.0,734.55,184.0,415.85,5.45,220.0,97683.0
20170601:1600,40.56,10.95,521.0,669.08,151.0,421.65,4.83,218.0,97644.0
20170601:1700,40.19,11.1,290.0,480.2,121.0,408.65,4.55,216.0,97654.0
20170601:1800,39.54,11.4,70.0,122.42,53.0,404.85,4.69,214.0,97644.0
20170601:1900,38.17,11.9,0.0,0.0,0.0,395.65,4.83,209.0,97693.0
20170601:2000,36.76,12.6,0.0,0.0,0.0,390.4,5.17,203.0,97760.0
20170601:2100,35.46,13.15,0.0,0.0,0.0,385.0,5.17,203.0,97838.0
20170601:2200,34.16,13.8,0.0,0.0,0.0,379.0,4.76,205.0,97809.0
20170601:2300,32.87,14.65,0.0,0.0,0.0,372.8,4.14,208.0,97877.0
20170602:0000,31.55,15.75,0.0,0.0,0.0,366.8,3.59,213.0,97809.0
20170602:0100,30.12,17.25,0.0,0.0,0.0,361.45,2.97,219.0,97770.0
20170602:0200,28.32,19.9,0.0,0.0,0.0,356.4,2.21,226.0,97741.0
20170602:0300,29.4,18.15,0.0,0.0,0.0,352.4,1.17,234.0,97741.0
20170602:0400,29.21,18.2,0.0,0.0,0.0,347.8,0.28,188.0,97751.0
20170602:0500,28.29,19.35,0.0,0.0,0.0,344.0,0.9,116.0,97809.0
20170602:0600,27.16,20.85,153.0,352.58,78.0,342.6,1.31,130.0,97857.0
20170602:0700,25.9,23.3,364.0,519.95,144.0,345.2,2.07,165.0,97954.0
20170602:0800,30.39,16.85,587.0,669.67,174.0,348.8,2.83,182.0,97993.0
20170602:0900,33.05,14.2,778.0,744.56,197.0,356.6,3.24,188.0,98022.0
20170602:1000,35.58,12.05,919.0,776.48,218.0,366.0,3.66,192.0,98071.0
20170602:1100,37.85,10.1,1013.0,815.78,217.0,375.2,4.48,193.0,98032.0
20170602:1200,39.22,7.55,1018.0,775.45,247.0,380.8,5.38,191.0,97974.0
20170602:1300,39.82,6.55,995.0,824.41,206.0,381.6,5.31,198.0,97896.0
20170602:1400,40.12,6.15,894.0,821.56,182.0,380.6,4.97,204.0,97819.0
20170602:1500,40.22,6.0,720.0,735.04,184.0,378.8,4.55,211.0,97789.0
20170602:1600,40.11,6.1,525.0,680.35,148.0,377.0,4.21,219.0,97722.0
20170602:1700,39.73,6.35,287.0,455.7,126.0,374.4,3.79,229.0,97722.0
20170602:1800,39.16,6.65,65.0,92.57,52.0,371.0,3.17,238.0,97683.0
20170602:1900,37.54,7.95,0.0,0.0,0.0,368.6,2.62,220.0,97722.0
20170602:2000,36.08,8.85,0.0,0.0,0.0,368.2,2.83,199.0,97760.0
20170602:2100,34.47,9.8,0.0,0.0,0.0,370.8,3.24,189.0,97799.0
20170602:2200,33.22,10.55,0.0,0.0,0.0,379.8,3.38,187.0,97799.0
20170602:2300,32.15,11.25,0.0,0.0,0.0,383.4,3.45,193.0,97809.0
20170603:0000,30.87,12.15,0.0,0.0,0.0,372.2,3.52,199.0,97751.0
20170603:0100,29.57,13.15,0.0,0.0,0.0,365.05,3.45,206.0,97760.0
20170603:0200,28.11,14.4,0.0,0.0,0.0,353.0,3.17,211.0,97702.0
20170603:0300,26.62,16.0,0.0,0.0,0.0,348.0,2.76,211.0,97702.0
20170603:0400,25.37,17.8,0.0,0.0,0.0,346.0,2.14,207.0,97712.0
20170603:0500,25.01,18.1,0.0,0.0,0.0,343.6,1.86,191.0,97731.0
20170603:0600,23.83,19.65,150.0,323.83,81.0,342.0,2.28,181.0,97789.0
20170603:0700,25.69,18.15,362.0,510.26,146.0,345.0,1.93,200.0,97857.0
20170603:0800,30.04,13.2,577.0,632.29,187.0,350.4,2.07,224.0,97925.0
20170603:0900,32.68,11.4,769.0,716.34,210.0,358.8,2.83,239.0,97925.0
20170603:1000,35.29,10.05,909.0,746.54,235.0,368.0,3.24,236.0,97906.0
20170603:1100,37.73,9.05,1007.0,800.31,226.0,378.2,3.45,235.0,97867.0
20170603:1200,39.71,8.35,1018.0,775.26,247.0,388.0,3.45,234.0,97809.0
20170603:1300,41.01,8.05,990.0,808.38,216.0,396.25,4.07,240.0,97722.0
20170603:1400,41.7,7.9,871.0,748.32,222.0,400.25,4.97,248.0,97673.0
20170603:1500,41.96,7.7,705.0,680.74,208.0,400.25,5.17,252.0,97566.0
20170603:1600,41.98,7.55,512.0,621.36,167.0,398.85,5.1,255.0,97537.0
20170603:1700,41.67,7.65,285.0,439.88,129.0,396.85,4.9,258.0,97508.0
20170603:1800,41.12,7.9,66.0,84.52,54.0,393.25,4.34,260.0,97499.0
20170603:1900,39.55,9.4,0.0,0.0,0.0,393.25,2.9,279.0,97547.0
20170603:2000,38.17,10.25,0.0,0.0,0.0,389.2,2.28,292.0,97634.0
20170603:2100,36.2,12.05,0.0,0.0,0.0,386.2,1.86,313.0,97693.0
20170603:2200,34.22,14.1,0.0,0.0,0.0,382.4,1.72,345.0,97751.0
20170603:2300,32.93,14.9,0.0,0.0,0.0,378.6,1.66,12.0,97780.0
20170604:0000,31.04,16.8,0.0,0.0,0.0,379.8,2.28,25.0,97751.0
20170604:0100,30.96,16.9,0.0,0.0,0.0,376.65,4.07,33.0,97741.0
20170604:0200,30.37,18.55,0.0,0.0,0.0,377.8,5.31,45.0,97741.0
20170604:0300,29.66,20.6,0.0,0.0,0.0,367.4,5.59,57.0,97702.0
20170604:0400,28.8,22.65,0.0,0.0,0.0,363.0,5.31,62.0,97741.0
20170604:0500,27.86,25.05,0.0,0.0,0.0,359.8,4.76,63.0,97780.0
20170604:0600,27.29,27.4,144.0,276.52,85.0,357.4,3.86,61.0,97848.0
20170604:0700,29.07,24.7,354.0,472.31,154.0,363.8,2.55,56.0,97906.0
20170604:0800,31.67,22.0,570.0,607.94,195.0,366.4,2.83,44.0,97935.0
20170604:0900,33.72,19.55,769.0,716.35,210.0,377.4,2.76,42.0,97925.0
20170604:1000,35.92,16.8,924.0,790.84,210.0,386.2,2.28,48.0,97886.0
20170604:1100,37.97,14.35,1018.0,830.98,207.0,397.65,1.38,64.0,97857.0
20170604:1200,39.58,12.3,1029.0,805.24,228.0,407.65,0.41,169.0,97770.0
20170604:1300,40.96,10.35,990.0,809.08,215.0,413.05,1.86,234.0,97683.0
20170604:1400,41.81,8.95,881.0,776.59,207.0,415.25,2.76,250.0,97586.0
20170604:1500,42.29,7.7,710.0,695.0,202.0,414.05,3.31,258.0,97537.0
20170604:1600,42.21,7.1,476.0,479.94,209.0,406.05,3.38,265.0,97470.0
20170604:1700,41.92,7.05,278.0,398.93,136.0,404.85,3.38,265.0,97460.0
20170604:1800,41.42,7.2,62.0,69.69,52.0,393.25,3.59,261.0,97450.0
20170604:1900,40.31,7.65,0.0,0.0,0.0,390.2,3.66,252.0,97470.0
20170604:2000,38.8,8.5,0.0,0.0,0.0,387.0,3.03,254.0,97508.0
20170604:2100,37.27,9.6,0.0,0.0,0.0,382.8,2.28,263.0,97557.0
20170604:2200,36.74,10.3,0.0,0.0,0.0,380.2,1.1,305.0,97557.0
20170604:2300,35.44,11.15,0.0,0.0,0.0,378.8,1.38,17.0,97528.0
20170605:0000,32.23,13.6,0.0,0.0,0.0,376.4,2.69,40.0,97508.0
20170605:0100,30.97,14.25,0.0,0.0,0.0,373.05,3.52,53.0,97431.0
20170605:0200,29.92,15.15,0.0,0.0,0.0,377.8,3.79,64.0,97440.0
20170605:0300,29.25,16.1,0.0,0.0,0.0,375.2,4.21,76.0,97421.0
20170605:0400,28.46,17.55,0.0,0.0,0.0,359.6,4.76,83.0,97431.0
20170605:0500,27.95,18.65,0.0,0.0,0.0,356.0,5.17,89.0,97479.0
20170605:0600,28.09,19.05,157.0,374.54,77.0,356.2,5.38,92.0,97508.0
20170605:0700,30.12,16.6,368.0,540.69,139.0,354.0,4.83,104.0,97566.0
20170605:0800,33.43,14.15,577.0,630.65,188.0,365.2,5.45,109.0,97576.0
20170605:0900,36.48,12.0,760.0,689.47,222.0,368.0,5.52,113.0,97576.0
20170605:1000,38.98,9.95,898.0,717.75,250.0,377.4,4.62,117.0,97596.0
