time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20090327:1200,27.92,15.75,898.0,761.24,240.0,355.0,3.86,215.0,95295.0
20090327:1300,29.29,17.4,640.0,271.25,418.0,368.2,4.62,228.0,95182.0
20090327:1400,30.02,17.7,608.0,381.41,334.0,370.2,5.66,241.0,95106.0
20090327:1500,30.05,17.15,259.0,22.77,246.0,374.6,7.1,252.0,95059.0
20090327:1600,29.23,18.3,82.0,0.0,82.0,377.2,8.0,257.0,95050.0
20090327:1700,28.18,20.15,129.0,355.58,66.0,376.4,8.07,254.0,95059.0
20090327:1800,26.38,25.8,0.0,0.0,0.0,379.6,9.79,248.0,95135.0
20090327:1900,23.38,36.4,0.0,0.0,0.0,377.8,11.1,231.0,95304.0
20090327:2000,21.23,47.05,0.0,0.0,0.0,361.0,8.69,238.0,95351.0
20090327:2100,19.56,55.6,0.0,0.0,0.0,364.0,6.41,243.0,95361.0
20090327:2200,18.87,57.8,0.0,0.0,0.0,345.6,3.52,246.0,95276.0
20090327:2300,18.54,59.2,0.0,0.0,0.0,355.8,2.48,263.0,95210.0
20090328:0000,17.78,62.2,0.0,0.0,0.0,335.2,3.03,266.0,95182.0
20090328:0100,17.16,64.0,0.0,0.0,0.0,327.25,3.38,263.0,95116.0
20090328:0200,16.96,63.15,0.0,0.0,0.0,330.2,3.79,257.0,95022.0
20090328:0300,17.05,60.15,0.0,0.0,0.0,333.8,4.21,251.0,94946.0
20090328:0400,16.94,58.75,0.0,0.0,0.0,332.0,4.21,245.0,94899.0
20090328:0500,16.65,59.95,0.0,0.0,0.0,332.8,4.07,242.0,94899.0
20090328:0600,16.22,62.7,49.0,145.59,35.0,329.8,4.07,245.0,94890.0
20090328:0700,16.72,70.15,169.0,86.78,142.0,326.4,4.62,247.0,94909.0
20090328:0800,18.42,64.05,435.0,443.94,210.0,336.4,5.66,246.0,94918.0
20090328:0900,19.96,58.9,354.0,50.75,320.0,351.6,6.55,238.0,94899.0
20090328:1000,21.6,52.25,288.0,2.53,286.0,359.8,8.0,232.0,94881.0
20090328:1100,22.2,50.65,332.0,4.67,328.0,363.4,10.21,229.0,94881.0
20090328:1200,21.08,58.6,731.0,356.13,422.0,370.8,10.34,232.0,94909.0
20090328:1300,19.91,63.2,374.0,17.04,360.0,381.0,9.38,237.0,94881.0
20090328:1400,19.79,60.75,215.0,0.0,215.0,380.2,8.76,239.0,94852.0
20090328:1500,20.21,57.8,161.0,0.0,161.0,367.0,7.79,225.0,94796.0
20090328:1600,19.84,61.7,81.0,0.0,81.0,374.8,7.38,207.0,94777.0
20090328:1700,19.27,66.5,80.0,50.1,71.0,367.4,7.72,196.0,94758.0
20090328:1800,18.52,69.6,0.0,0.0,0.0,362.0,7.72,192.0,94739.0
20090328:1900,17.15,74.6,0.0,0.0,0.0,354.6,9.86,215.0,94768.0
20090328:2000,17.29,74.1,0.0,0.0,0.0,369.2,9.52,212.0,94768.0
20090328:2100,17.3,74.55,0.0,0.0,0.0,367.8,9.24,207.0,94768.0
20090328:2200,17.08,76.95,0.0,0.0,0.0,355.0,9.52,202.0,94739.0
20090328:2300,17.09,78.65,0.0,0.0,0.0,367.8,10.07,199.0,94721.0
20090329:0000,17.0,78.15,0.0,0.0,0.0,361.4,9.38,201.0,94711.0
20090329:0100,16.75,77.05,0.0,0.0,0.0,340.05,9.1,212.0,94674.0
20090329:0200,16.63,76.9,0.0,0.0,0.0,352.2,8.9,227.0,94627.0
20090329:0300,16.04,79.95,0.0,0.0,0.0,338.8,7.79,248.0,94561.0
20090329:0400,15.46,81.8,0.0,0.0,0.0,335.2,6.9,247.0,94580.0
20090329:0500,14.78,84.05,0.0,0.0,0.0,319.0,6.07,229.0,94664.0
20090329:0600,14.32,85.75,63.0,287.27,34.0,315.8,5.59,217.0,94683.0
20090329:0700,15.15,78.75,295.0,684.01,79.0,313.6,5.86,209.0,94739.0
20090329:0800,16.55,68.55,501.0,702.19,142.0,301.2,7.93,209.0,94815.0
20090329:0900,17.76,56.1,725.0,907.93,113.0,307.6,9.38,214.0,94852.0
20090329:1000,19.15,46.05,858.0,893.98,149.0,313.4,9.93,217.0,94862.0
20090329:1100,20.12,40.5,953.0,953.24,133.0,321.4,10.21,217.0,94805.0
20090329:1200,20.8,37.25,946.0,888.73,172.0,319.6,10.28,219.0,94758.0
20090329:1300,21.3,35.05,878.0,840.61,185.0,319.2,10.34,221.0,94730.0
20090329:1400,21.51,33.75,751.0,787.43,181.0,321.4,10.62,222.0,94664.0
20090329:1500,21.25,34.0,478.0,378.35,260.0,326.0,10.48,225.0,94645.0
20090329:1600,20.81,35.45,373.0,687.29,104.0,319.0,10.0,228.0,94645.0
20090329:1700,20.01,39.25,122.0,269.1,73.0,324.0,8.41,228.0,94655.0
20090329:1800,18.54,46.3,0.0,0.0,0.0,309.0,6.34,226.0,94674.0
20090329:1900,17.62,51.3,0.0,0.0,0.0,307.8,5.1,227.0,94721.0
20090329:2000,16.44,57.3,0.0,0.0,0.0,299.6,4.55,227.0,94768.0
20090329:2100,15.46,62.5,0.0,0.0,0.0,297.2,4.28,227.0,94815.0
20090329:2200,14.57,66.75,0.0,0.0,0.0,292.8,4.21,231.0,94843.0
20090329:2300,13.79,70.15,0.0,0.0,0.0,289.0,4.21,236.0,94852.0
20090330:0000,13.08,72.85,0.0,0.0,0.0,284.8,4.34,242.0,94852.0
20090330:0100,12.45,75.15,0.0,0.0,0.0,283.0,4.41,244.0,94843.0
20090330:0200,11.83,77.65,0.0,0.0,0.0,281.0,4.28,244.0,94805.0
20090330:0300,11.18,80.45,0.0,0.0,0.0,276.6,4.0,244.0,94777.0
20090330:0400,10.54,83.2,0.0,0.0,0.0,275.6,3.72,243.0,94777.0
20090330:0500,9.92,85.75,0.0,0.0,0.0,275.0,3.45,243.0,94777.0
20090330:0600,9.42,87.6,61.0,208.09,39.0,273.4,3.31,243.0,94787.0
20090330:0700,10.98,81.2,272.0,496.25,113.0,275.4,2.34,244.0,94824.0
20090330:0800,14.55,64.0,505.0,703.96,142.0,282.2,2.62,235.0,94890.0
20090330:0900,16.84,53.15,711.0,830.16,148.0,286.0,3.1,220.0,94862.0
20090330:1000,18.64,39.35,872.0,928.6,132.0,294.4,4.55,210.0,94928.0
20090330:1100,19.68,35.15,952.0,936.64,143.0,300.6,5.17,211.0,94871.0
20090330:1200,20.47,32.7,929.0,823.71,209.0,309.4,5.59,216.0,94843.0
20090330:1300,20.99,30.9,886.0,856.99,177.0,310.4,6.07,222.0,94787.0
20090330:1400,20.98,30.2,590.0,326.19,353.0,322.4,6.55,231.0,94730.0
20090330:1500,20.72,30.8,609.0,872.63,104.0,312.2,7.03,241.0,94721.0
20090330:1600,20.22,31.1,333.0,454.51,154.0,320.0,7.1,246.0,94702.0
20090330:1700,19.47,33.65,141.0,417.3,64.0,314.2,6.9,252.0,94758.0
20090330:1800,18.04,40.0,0.0,0.0,0.0,308.2,5.52,265.0,94768.0
20090330:1900,16.66,45.05,0.0,0.0,0.0,306.0,4.69,294.0,94834.0
20090330:2000,15.71,49.3,0.0,0.0,0.0,312.0,4.07,306.0,94928.0
20090330:2100,14.68,53.3,0.0,0.0,0.0,304.8,3.79,309.0,94994.0
20090330:2200,13.67,56.55,0.0,0.0,0.0,299.8,3.72,307.0,95031.0
20090330:2300,12.67,58.65,0.0,0.0,0.0,293.2,3.93,306.0,95069.0
20090331:0000,11.76,60.1,0.0,0.0,0.0,290.6,4.34,311.0,95069.0
20090331:0100,11.16,61.2,0.0,0.0,0.0,297.2,4.9,320.0,95125.0
20090331:0200,10.3,61.8,0.0,0.0,0.0,275.0,5.59,330.0,95106.0
20090331:0300,9.57,60.25,0.0,0.0,0.0,268.8,5.79,339.0,95116.0
20090331:0400,8.83,61.25,0.0,0.0,0.0,265.4,5.52,342.0,95144.0
20090331:0500,8.07,65.55,0.0,0.0,0.0,259.8,5.03,341.0,95191.0
20090331:0600,7.5,69.6,69.0,280.59,38.0,256.4,4.69,336.0,95210.0
20090331:0700,8.96,60.8,285.0,547.71,107.0,252.8,4.07,335.0,95257.0
20090331:0800,11.43,48.45,519.0,748.06,130.0,257.4,4.14,336.0,95285.0
20090331:0900,13.52,35.65,715.0,831.06,148.0,264.8,3.93,333.0,95285.0
20090331:1000,15.0,29.75,862.0,879.27,158.0,271.6,3.86,316.0,95304.0
20090331:1100,16.34,25.65,951.0,920.24,153.0,277.0,4.28,299.0,95266.0
20090331:1200,17.52,22.6,984.0,994.03,112.0,280.8,5.17,288.0,95238.0
20090331:1300,18.36,20.35,914.0,940.76,133.0,283.2,6.21,283.0,95172.0
20090331:1400,18.76,19.0,782.0,883.16,138.0,283.0,6.9,283.0,95144.0
20090331:1500,18.71,18.9,599.0,812.12,127.0,282.4,7.52,284.0,95116.0
20090331:1600,17.13,14.39,374.0,663.74,111.0,279.61,7.07,285.0,95106.0
20090331:1700,16.48,20.55,144.0,427.95,64.0,280.36,6.74,285.0,95154.0
20090331:1800,15.83,26.71,0.0,0.0,0.0,281.11,6.42,286.0,95182.0
20090331:1900,15.18,32.86,0.0,0.0,0.0,281.86,6.1,283.0,95266.0
20090331:2000,14.53,39.02,0.0,0.0,0.0,282.61,5.78,287.0,95342.0
20090331:2100,13.88,45.18,0.0,0.0,0.0,283.36,5.46,287.0,95408.0
20090331:2200,13.23,51.33,0.0,0.0,0.0,284.1,5.14,288.0,95445.0
20090331:2300,12.58,57.49,0.0,0.0,0.0,284.85,4.82,292.0,95464.0
20190401:0000,11.93,63.65,0.0,0.0,0.0,285.6,4.5,6.0,95182.0
20190401:0100,11.28,69.8,0.0,0.0,0.0,286.35,4.18,358.0,95201.0
20190401:0200,10.63,75.96,0.0,0.0,0.0,287.1,3.86,350.0,95201.0
20190401:0300,9.98,82.12,0.0,0.0,0.0,287.85,3.54,349.0,95172.0
20190401:0400,9.33,88.27,0.0,0.0,0.0,288.6,3.22,348.0,95172.0
20190401:0500,8.68,94.43,0.0,0.0,0.0,289.35,2.9,340.0,95219.0
20190401:0600,8.03,100.0,74.0,303.79,39.0,290.1,2.57,326.0,95285.0
20190401:0700,7.38,100.0,302.0,655.44,86.0,290.85,2.25,301.0,95370.0
20190401:0800,12.0,81.1,533.0,823.91,101.0,283.6,2.62,297.0,95436.0
20190401:0900,13.84,71.15,735.0,920.9,103.0,290.6,3.03,291.0,95445.0
20190401:1000,15.45,65.35,885.0,978.39,98.0,297.6,3.17,290.0,95473.0
20190401:1100,17.03,59.2,971.0,1006.25,95.0,303.4,2.97,306.0,95473.0
20190401:1200,18.2,53.55,914.0,782.67,225.0,331.4,2.55,312.0,95417.0
20190401:1300,18.84,50.25,919.0,978.4,104.0,361.8,2.34,294.0,95351.0
20190401:1400,19.21,49.1,612.0,378.52,335.0,382.4,2.28,281.0,95313.0
20190401:1500,19.44,48.7,606.0,863.54,102.0,377.8,2.55,278.0,95304.0
20190401:1600,19.48,49.3,382.0,725.0,93.0,370.0,2.97,279.0,95295.0
20190401:1700,19.13,54.2,148.0,470.06,59.0,361.2,2.48,280.0,95295.0
20190401:1800,18.02,62.15,0.0,0.0,0.0,333.8,2.21,270.0,95323.0
20190401:1900,15.85,71.75,0.0,0.0,0.0,307.2,3.38,254.0,95370.0
20190401:2000,14.71,75.8,0.0,0.0,0.0,302.8,3.72,262.0,95483.0
20190401:2100,13.93,77.65,0.0,0.0,0.0,300.6,4.0,264.0,95530.0
20190401:2200,13.33,78.55,0.0,0.0,0.0,297.6,4.21,268.0,95577.0
20190401:2300,12.78,79.35,0.0,0.0,0.0,295.8,4.28,276.0,95530.0
20190402:0000,12.09,81.35,0.0,0.0,0.0,294.0,4.34,295.0,95577.0
20190402:0100,11.37,83.65,0.0,0.0,0.0,291.2,4.34,322.0,95549.0
20190402:0200,11.09,83.25,0.0,0.0,0.0,289.0,4.41,346.0,95568.0
20190402:0300,10.84,82.35,0.0,0.0,0.0,287.2,4.21,356.0,95586.0
20190402:0400,10.41,82.65,0.0,0.0,0.0,285.8,3.93,355.0,95605.0
20190402:0500,9.88,83.55,0.0,0.0,0.0,284.0,3.59,352.0,95671.0
20190402:0600,9.49,84.15,76.0,275.18,43.0,282.8,3.45,349.0,95699.0
20190402:0700,11.32,78.45,308.0,667.52,85.0,284.0,3.31,353.0,95765.0
20190402:0800,14.27,67.2,539.0,822.92,104.0,289.0,3.38,3.0,95812.0
20190402:0900,16.51,56.95,743.0,928.62,102.0,295.4,3.17,22.0,95822.0
20190402:1000,18.03,49.25,893.0,985.1,97.0,302.8,2.62,44.0,95803.0
20190402:1100,19.05,45.45,979.0,1012.7,94.0,308.8,1.86,61.0,95756.0
20190402:1200,19.78,43.7,978.0,969.04,122.0,314.6,1.17,87.0,95709.0
20190402:1300,20.37,42.9,921.0,967.98,112.0,318.4,0.97,144.0,95671.0
20190402:1400,20.86,42.45,799.0,951.85,100.0,323.0,1.38,175.0,95586.0
20190402:1500,21.11,42.35,603.0,829.26,117.0,325.0,1.79,183.0,95549.0
20190402:1600,21.13,42.45,381.0,698.29,101.0,324.8,2.21,190.0,95502.0
20190402:1700,20.81,44.5,151.0,464.21,62.0,326.2,2.21,190.0,95511.0
20190402:1800,19.45,55.75,0.0,0.0,0.0,320.6,2.69,170.0,95511.0
20190402:1900,17.7,66.45,0.0,0.0,0.0,315.2,3.45,180.0,95558.0
20190402:2000,16.52,72.9,0.0,0.0,0.0,313.0,3.45,191.0,95633.0
20190402:2100,15.65,77.1,0.0,0.0,0.0,315.2,3.45,202.0,95662.0
20190402:2200,14.94,79.7,0.0,0.0,0.0,312.6,3.59,210.0,95633.0
20190402:2300,14.31,81.5,0.0,0.0,0.0,309.0,3.52,217.0,95605.0
20190403:0000,13.63,83.3,0.0,0.0,0.0,302.8,3.31,225.0,95586.0
20190403:0100,12.96,84.85,0.0,0.0,0.0,300.0,3.24,228.0,95539.0
20190403:0200,12.37,85.7,0.0,0.0,0.0,297.6,3.31,234.0,95464.0
20190403:0300,11.94,85.7,0.0,0.0,0.0,294.4,3.52,234.0,95417.0
20190403:0400,11.71,85.2,0.0,0.0,0.0,295.0,3.72,229.0,95379.0
20190403:0500,11.52,84.6,0.0,0.0,0.0,293.2,3.79,227.0,95370.0
20190403:0600,11.39,84.1,56.0,80.26,46.0,290.8,3.79,232.0,95351.0
20190403:0700,13.45,74.45,304.0,602.56,100.0,292.6,3.52,226.0,95370.0
20190403:0800,16.72,61.6,514.0,683.14,150.0,299.8,4.07,226.0,95398.0
20190403:0900,19.0,52.85,720.0,822.53,149.0,305.8,5.17,221.0,95379.0
20190403:1000,20.7,48.15,884.0,937.59,123.0,313.8,6.14,215.0,95379.0
20190403:1100,22.11,44.0,981.0,1011.19,94.0,318.2,6.83,214.0,95248.0
20190403:1200,23.29,39.95,985.0,984.96,112.0,324.0,7.52,215.0,95163.0
20190403:1300,24.21,35.6,931.0,995.85,96.0,327.8,8.07,222.0,95078.0
20190403:1400,24.57,33.0,800.0,949.96,100.0,334.2,8.34,224.0,94965.0
20190403:1500,24.83,31.2,613.0,868.39,102.0,339.6,8.55,225.0,94881.0
20190403:1600,24.78,31.4,229.0,99.18,189.0,332.0,8.83,224.0,94843.0
20190403:1700,23.56,36.6,82.0,41.22,74.0,345.0,7.79,228.0,94787.0
20190403:1800,21.83,42.9,0.0,0.0,0.0,353.2,7.17,233.0,94730.0
20190403:1900,20.87,46.25,0.0,0.0,0.0,347.0,4.97,204.0,94702.0
20190403:2000,19.5,50.35,0.0,0.0,0.0,324.2,5.1,205.0,94730.0
20190403:2100,18.45,52.75,0.0,0.0,0.0,325.2,4.48,218.0,94721.0
20190403:2200,17.71,53.05,0.0,0.0,0.0,326.8,4.55,224.0,94645.0
20190403:2300,17.17,52.65,0.0,0.0,0.0,330.4,5.38,219.0,94627.0
20190404:0000,16.68,54.55,0.0,0.0,0.0,331.4,5.72,230.0,94589.0
20190404:0100,16.02,61.15,0.0,0.0,0.0,349.65,4.48,245.0,94551.0
20190404:0200,14.93,71.65,0.0,0.0,0.0,346.0,3.03,258.0,94514.0
20190404:0300,13.82,82.15,0.0,0.0,0.0,333.8,1.72,242.0,94420.0
20190404:0400,13.84,81.35,0.0,0.0,0.0,344.8,1.38,204.0,94325.0
20190404:0500,13.62,81.55,0.0,0.0,0.0,342.6,2.34,177.0,94316.0
20190404:0600,13.52,79.9,47.0,30.95,43.0,323.6,3.24,187.0,94325.0
20190404:0700,15.84,71.7,301.0,548.1,113.0,334.0,0.55,187.0,94354.0
20190404:0800,18.19,62.2,447.0,394.77,235.0,336.2,2.34,186.0,94363.0
20190404:0900,20.01,56.85,745.0,885.28,127.0,333.0,4.07,214.0,94354.0
20190404:1000,21.86,52.05,893.0,937.19,129.0,334.8,5.93,235.0,94372.0
20190404:1100,23.86,42.0,996.0,1027.93,91.0,328.2,7.52,243.0,94316.0
20190404:1200,25.15,30.05,968.0,896.25,171.0,329.2,10.14,246.0,94231.0
20190404:1300,25.33,25.8,902.0,863.11,176.0,326.2,11.59,245.0,94203.0
20190404:1400,25.31,24.1,657.0,458.51,318.0,318.2,12.07,243.0,94109.0
20190404:1500,25.0,23.4,586.0,714.29,164.0,325.6,12.07,243.0,94081.0
20190404:1600,24.37,23.75,215.0,69.03,187.0,329.0,11.45,243.0,94053.0
20190404:1700,23.3,27.0,28.0,0.0,28.0,329.4,9.66,239.0,94034.0
20190404:1800,21.61,31.45,0.0,0.0,0.0,329.4,8.83,236.0,94043.0
20190404:1900,20.21,36.45,0.0,0.0,0.0,330.4,8.76,233.0,94100.0
20190404:2000,19.14,39.5,0.0,0.0,0.0,320.4,7.72,237.0,94156.0
20190404:2100,18.01,44.2,0.0,0.0,0.0,320.4,5.66,258.0,94175.0
20190404:2200,16.02,56.95,0.0,0.0,0.0,309.0,3.79,283.0,94213.0
20190404:2300,14.71,69.25,0.0,0.0,0.0,316.6,2.9,304.0,94250.0
20190405:0000,13.44,80.15,0.0,0.0,0.0,306.4,2.14,317.0,94241.0
20190405:0100,12.26,88.1,0.0,0.0,0.0,302.8,1.66,318.0,94222.0
20190405:0200,11.37,91.55,0.0,0.0,0.0,295.4,1.52,319.0,94175.0
20190405:0300,10.69,92.65,0.0,0.0,0.0,293.0,2.14,317.0,94156.0
20190405:0400,10.25,91.75,0.0,0.0,0.0,289.8,3.03,319.0,94194.0
20190405:0500,10.42,91.35,0.0,0.0,0.0,296.6,4.55,333.0,94260.0
20190405:0600,11.29,88.9,54.0,44.82,48.0,315.2,6.14,347.0,94382.0
20190405:0700,12.74,71.55,302.0,532.51,117.0,308.6,6.14,348.0,94495.0
20190405:0800,14.49,56.1,538.0,748.39,133.0,312.0,7.52,351.0,94551.0
20190405:0900,15.59,48.95,737.0,847.69,142.0,332.4,7.59,348.0,94627.0
20190405:1000,16.89,46.3,883.0,896.54,149.0,326.2,7.24,343.0,94711.0
20190405:1100,18.07,44.6,985.0,990.28,110.0,301.6,6.55,337.0,94664.0
20190405:1200,19.35,39.95,970.0,906.81,161.0,307.2,5.59,320.0,94645.0
20190405:1300,20.38,35.75,914.0,906.65,149.0,334.2,5.52,299.0,94598.0
20190405:1400,21.28,32.1,807.0,947.72,104.0,346.0,6.21,285.0,94523.0
20190405:1500,21.39,31.5,607.0,807.6,128.0,324.2,6.62,276.0,94523.0
20190405:1600,21.13,32.1,389.0,696.22,105.0,307.4,6.69,270.0,94485.0
20190405:1700,20.46,32.9,154.0,432.6,68.0,305.0,6.55,268.0,94495.0
20190405:1800,19.11,36.85,0.0,0.0,0.0,301.6,5.52,271.0,94523.0
20190405:1900,17.55,42.25,0.0,0.0,0.0,297.0,4.76,275.0,94589.0
20190405:2000,16.28,46.7,0.0,0.0,0.0,293.0,3.72,268.0,94683.0
20190405:2100,14.95,53.8,0.0,0.0,0.0,288.8,2.83,235.0,94674.0
20190405:2200,13.77,57.9,0.0,0.0,0.0,286.4,3.03,207.0,94683.0
20190405:2300,12.78,61.8,0.0,0.0,0.0,285.8,3.03,205.0,94627.0
20190406:0000,12.03,64.95,0.0,0.0,0.0,288.4,2.97,206.0,94580.0
20190406:0100,11.47,66.35,0.0,0.0,0.0,289.8,2.97,204.0,94561.0
20190406:0200,11.04,66.5,0.0,0.0,0.0,287.6,3.24,200.0,94514.0
20190406:0300,10.51,69.4,0.0,0.0,0.0,295.2,2.97,209.0,94467.0
20190406:0400,10.11,70.85,0.0,0.0,0.0,292.8,3.03,232.0,94504.0
20190406:0500,10.02,70.45,0.0,0.0,0.0,301.4,4.28,285.0,94692.0
20190406:0600,9.51,73.0,62.0,72.23,52.0,309.2,7.17,335.0,94918.0
20190406:0700,8.97,63.3,310.0,551.49,116.0,325.2,9.38,348.0,95003.0
20190406:0800,10.39,57.0,487.0,509.86,209.0,312.6,9.31,348.0,95031.0
20190406:0900,12.36,49.7,765.0,936.68,104.0,295.6,8.62,353.0,94975.0
20190406:1000,14.21,42.7,901.0,937.79,130.0,302.6,8.14,0.0,94994.0
20190406:1100,15.37,38.0,979.0,945.07,141.0,298.0,7.79,6.0,94937.0
20190406:1200,16.08,35.05,984.0,930.77,151.0,302.6,7.17,9.0,94928.0
20190406:1300,16.71,32.75,950.0,1012.59,93.0,301.0,6.48,9.0,94881.0
20190406:1400,16.99,31.9,818.0,967.52,98.0,295.8,6.0,6.0,94871.0
20190406:1500,16.96,32.0,620.0,846.48,116.0,295.0,5.38,0.0,94843.0
20190406:1600,16.78,32.7,390.0,680.18,111.0,295.4,4.76,352.0,94871.0
20190406:1700,16.4,33.7,157.0,437.53,69.0,291.0,4.41,343.0,94899.0
20190406:1800,15.76,36.2,0.0,0.0,0.0,287.0,3.72,337.0,94956.0
20190406:1900,15.05,39.8,0.0,0.0,0.0,291.0,2.48,345.0,95050.0
20190406:2000,13.8,48.0,0.0,0.0,0.0,281.0,2.28,325.0,95125.0
20190406:2100,12.45,52.9,0.0,0.0,0.0,275.2,2.97,303.0,95191.0
20190406:2200,11.46,55.55,0.0,0.0,0.0,271.4,4.0,294.0,95257.0
20190406:2300,10.72,56.6,0.0,0.0,0.0,268.4,4.69,294.0,95257.0
20190407:0000,10.05,56.6,0.0,0.0,0.0,265.0,5.17,299.0,95229.0
20190407:0100,9.39,56.6,0.0,0.0,0.0,261.6,5.1,304.0,95219.0
20190407:0200,8.56,58.65,0.0,0.0,0.0,258.6,4.34,306.0,95182.0
20190407:0300,7.65,62.1,0.0,0.0,0.0,257.4,4.34,305.0,95191.0
20190407:0400,7.1,63.9,0.0,0.0,0.0,256.8,4.83,298.0,95238.0
20190407:0500,6.89,63.7,0.0,0.0,0.0,257.4,5.24,290.0,95285.0
20190407:0600,7.12,61.8,100.0,342.68,51.0,257.6,5.66,287.0,95379.0
20190407:0700,9.96,50.2,330.0,631.86,105.0,260.8,5.31,290.0,95483.0
20190407:0800,13.41,40.15,551.0,735.51,147.0,267.4,6.14,293.0,95586.0
20190407:0900,15.01,34.95,745.0,810.55,170.0,274.0,6.97,301.0,95586.0
20190407:1000,16.17,32.4,893.0,872.17,173.0,278.8,6.83,300.0,95615.0
20190407:1100,17.43,29.35,969.0,877.76,188.0,283.4,6.76,295.0,95577.0
20190407:1200,18.5,27.8,984.0,896.71,179.0,286.0,7.31,293.0,95539.0
20190407:1300,19.26,27.4,942.0,948.32,137.0,297.2,7.86,292.0,95521.0
20190407:1400,19.9,25.8,820.0,940.36,118.0,303.4,8.55,289.0,95464.0
20190407:1500,20.64,22.65,615.0,789.75,143.0,315.6,9.86,286.0,95436.0
20190407:1600,20.75,22.05,349.0,443.71,166.0,316.6,10.34,287.0,95436.0
20190407:1700,20.34,22.8,141.0,280.16,84.0,301.0,10.21,290.0,95408.0
20190407:1800,19.24,25.85,0.0,0.0,0.0,301.6,8.07,292.0,95455.0
20190407:1900,18.33,29.2,0.0,0.0,0.0,294.6,6.41,289.0,95521.0
20190407:2000,17.13,33.5,0.0,0.0,0.0,293.8,4.97,294.0,95615.0
20190407:2100,15.76,39.05,0.0,0.0,0.0,291.6,4.0,304.0,95690.0
20190407:2200,14.36,45.65,0.0,0.0,0.0,289.2,3.79,316.0,95756.0
20190407:2300,13.11,52.35,0.0,0.0,0.0,286.8,3.86,328.0,95822.0
20190408:0000,12.02,58.4,0.0,0.0,0.0,284.4,3.93,336.0,95822.0
20190408:0100,11.07,63.2,0.0,0.0,0.0,282.0,3.72,338.0,95840.0
20190408:0200,10.23,66.8,0.0,0.0,0.0,279.8,3.45,333.0,95822.0
20190408:0300,9.47,69.55,0.0,0.0,0.0,278.0,3.24,324.0,95775.0
20190408:0400,8.82,71.4,0.0,0.0,0.0,276.6,3.31,316.0,95822.0
20190408:0500,8.27,72.7,0.0,0.0,0.0,275.2,3.38,309.0,95822.0
20190408:0600,8.0,73.15,102.0,338.99,52.0,274.8,3.38,306.0,95897.0
20190408:0700,10.4,63.05,326.0,604.95,108.0,278.6,2.76,310.0,95953.0
20190408:0800,14.1,50.35,546.0,726.6,144.0,286.0,2.69,317.0,95982.0
20190408:0900,15.85,48.45,737.0,803.58,164.0,295.2,2.48,335.0,95963.0
20190408:1000,17.24,44.9,884.0,865.05,167.0,304.4,1.45,340.0,95963.0
20190408:1100,18.57,41.1,958.0,871.44,180.0,313.0,0.55,294.0,95906.0
20190408:1200,20.03,36.55,968.0,874.02,181.0,319.8,1.24,238.0,95831.0
20190408:1300,21.42,32.1,922.0,906.8,150.0,322.6,2.21,240.0,95765.0
20190408:1400,22.51,28.3,806.0,914.76,121.0,323.4,3.1,249.0,95662.0
20190408:1500,23.39,24.8,611.0,793.49,135.0,322.0,4.14,258.0,95577.0
20190408:1600,23.75,22.7,381.0,612.56,127.0,321.0,4.83,265.0,95558.0
20190408:1700,23.5,22.1,162.0,456.84,68.0,318.2,5.24,270.0,95530.0
20190408:1800,22.74,23.0,0.0,0.0,0.0,311.2,4.83,272.0,95558.0
20190408:1900,21.63,24.4,0.0,0.0,0.0,309.0,3.31,256.0,95586.0
20190408:2000,20.53,26.2,0.0,0.0,0.0,309.0,2.97,244.0,95633.0
20190408:2100,19.3,28.25,0.0,0.0,0.0,305.8,3.24,223.0,95643.0
20190408:2200,18.13,30.0,0.0,0.0,0.0,302.0,3.79,210.0,95596.0
20190408:2300,17.28,31.4,0.0,0.0,0.0,298.2,4.48,209.0,95577.0
20190409:0000,16.52,33.05,0.0,0.0,0.0,294.6,4.83,212.0,95521.0
20190409:0100,15.78,34.9,0.0,0.0,0.0,292.2,4.69,216.0,95473.0
20190409:0200,14.99,36.85,0.0,0.0,0.0,288.4,4.55,220.0,95455.0
20190409:0300,14.19,38.85,0.0,0.0,0.0,286.2,4.48,226.0,95445.0
20190409:0400,13.39,40.8,0.0,0.0,0.0,283.8,4.48,233.0,95473.0
20190409:0500,12.63,42.45,0.0,0.0,0.0,281.2,4.69,245.0,95502.0
20190409:0600,12.31,42.5,105.0,329.03,55.0,279.4,4.9,253.0,95568.0
20190409:0700,14.58,37.3,335.0,617.15,110.0,282.6,4.62,257.0,95624.0
20190409:0800,17.69,29.35,562.0,760.96,138.0,287.8,5.72,252.0,95633.0
20190409:0900,20.28,24.15,126.0,0.0,126.0,294.6,6.55,251.0,95615.0
20190409:1000,22.28,20.65,920.0,950.58,129.0,301.4,7.17,251.0,95605.0
20190409:1100,23.86,17.75,996.0,956.78,139.0,306.2,7.72,252.0,95530.0
20190409:1200,24.97,15.3,1011.0,977.74,128.0,311.8,8.07,254.0,95426.0
20190409:1300,25.8,13.65,962.0,1013.14,97.0,314.8,7.93,260.0,95370.0
20190409:1400,26.16,13.0,799.0,852.08,159.0,317.2,7.52,266.0,95285.0
20190409:1500,26.13,13.15,626.0,828.8,127.0,319.8,6.76,273.0,95210.0
